PaperId,Essential,Worthwhile,Unimportant,Unwise,ZeroRating,NotShown,PosRatings,NegRatings,TotalRatings,Venue,Year,TotalPages,IndTrack,AcadVsInd,Title,Authors,Summary
25,2,4,0,0,1,143,6,0,6,RE,2010,10,No,Academic,Do We Know Enough about Requirements Prioritization in Agile Projects: Insights from a Case Study,"Racheva, Z.; Daneva, M.; Sikkel, K.; Herrmann, A.; Wieringa, R.",A multi-case study on agile prioritization and business value delivery in order to empirically corroborate or contradict some common assumptions on agile practices
27,2,4,0,0,0,144,6,0,6,RE,2010,10,No,Mixed,An Experimental Comparison Regarding the Completeness of Functional Requirements Specifications,"Menzel, I.; Mueller, M.; Gross, A.; Doerr, J.",A method for assessing the completeness of specification documents in order to avoid subjectiveness in such completeness assessment
31,3,2,0,1,1,143,5,1,6,RE,2010,10,No,Academic,Dependability Arguments with Trusted Bases,"Eunsuk Kang; Jackson, D.",A method for structuring a system so that critical requirements are localized in reliable subsets of its components in order to guarantee system's dependability largely by construction
35,1,2,3,0,1,143,3,3,6,RE,2010,9,No,Academic,Using Integer Constraint Solving in Reuse Based Requirements Engineering,"Salinesi, C.; Mazo, R.; Diaz, D.; Djebbi, O.",A method for using integer constraint programming to specify product line constraints in order to facilitate the configuration of a product
36,1,3,2,0,0,144,4,2,6,RE,2010,10,No,Academic,Using Business Goals to Inform a Software Architecture,"Clements, P.; Bass, L.",A method for eliciting business goals and linking them to quality requirements of the system in order to allow software architects to understand the business goals of the system
37,1,2,2,1,1,143,3,3,6,RE,2010,9,No,Academic,Requirements-Aware Systems: A Research Agenda for RE for Self-adaptive Systems,"Sawyer, P.; Bencomo, N.; Whittle, J.; Letier, E.; Finkelstein, A.",A discussion on the need of future research on operationalizing requirements as runtime entities that can be reasoned over in order to support self-adaptation decisions
43,0,5,1,0,1,143,5,1,6,RE,2010,10,No,Academic,Using Mobile RE Tools to Give End-Users Their Own Voice,"Seyff, N.; Graf, F.; Maiden, N.",A method for allowing end-users to document their needs in situ using their mobile devices in order to support end-user involvement in requirements elicitation
45,3,3,0,0,0,144,6,0,6,RE,2010,10,No,Academic,Requirements Engineering Decisions in the Context of an Existing Architecture: A Case Study of a Prototypical Project,"Ferrari, R.; Madhavji, N.H.; Sudmann, O.; Henke, C.; Geisler, J.; Schafer, W.","A case study on understanding the effects of system architectures on RE decisions, the characteristics of such decisions and their impact on development activities"
53,1,5,0,0,0,144,6,0,6,RE,2010,10,No,Academic,Integrating Preferences into Goal Models for Requirements Engineering,"Liaskos, S.; McIlraith, S.A.; Sohrabi, S.; Mylopoulos, J.",A formal framework for expressing optional and preferred requirements and associated techniques to search for design alternatives that best satisfy the given preferences.
57,1,3,2,0,0,144,4,2,6,RE,2010,10,No,Academic,Effort and Quality of Recovering Requirements-to-Code Traces: Two Exploratory Experiments,"Egyed, A.; Graf, F.; Grunbacher, P.",An experiment with students on manually recovering trace links between requirements and code in order to identify where requirements are implemented
72,0,2,4,0,3,141,2,4,6,REFSQ,2011,14,No,Academic,Is it beneficial to match reusable services earlier?,"Adam, S.; Uenalan, O.; Riegel, N.",A study based on experiments with students and a case study on the possible benefits of considering existing services and their alignment with requirements at a very early stage in order to exploit the desired benefits of reuse in service-oriented architectures
81,1,4,1,0,0,144,5,1,6,RE,2011,10,No,Academic,Requirements are slipping through the gaps â€” A case study on causes & effects of communication gaps in large-scale software development,"Bjarnason, E.; Wnuk, K.; Regnell, B.","An interview-based study with practitioners on communication gaps in large-scale industrial RE revealing scale, temporal aspects, common views, and decision structures as main factors that affect the requirements communication."
85,0,4,2,0,2,142,4,2,6,RE,2011,6,Yes,Mixed,Challenges of requirements engineering â€” A case study in nuclear energy domain,"Raatikainen, Mikko; Mannisto, T.; Tommila, T.; Valkonen, J.",An experience report on the state of the practice of requirements engineering in the nuclear energy domain in Finland
88,2,2,2,0,0,144,4,2,6,RE,2011,10,No,Academic,Prioritization of quality requirements: State of practice in eleven companies,"Svensson, R.B.; Gorschek, T.; Regnell, B.; Torkar, R.; Shahrokni, A.; Feldt, R.; Aurum, A.",A multi-case study on prioritization of quality requirements in 11 companies in order to help future research on quality requirements to focus investigations on industry-relevant issues
106,2,2,1,1,0,144,4,2,6,RE,2011,10,No,Academic,Early failure prediction in feature request management systems,"Fitzgerald, C.; Letier, E.; Finkelstein, A.",A method for automatically constructing models in order to predict which feature requests are most likely to fail due to insufficient or inadequate upfront analysis.
128,1,5,0,0,0,144,6,0,6,REFSQ,2012,14,No,Mixed,How Architects See Non-functional Requirements: Beware of Modifiability,"Poort, E.R.; Martens, N.; van de Weerd, I.; van Vliet, H.","A case study on the awareness and handling of non-functional requirements among software architects, and their effect on IT project success"
129,0,3,2,1,1,143,3,3,6,REFSQ,2012,16,No,Academic,Collaborative Resolution of Requirements Mismatches When Adopting Open Source Components,"Nguyen Duc Anh; Cruzes, D.S.; Conradi, R.; Host, M.; Franch, X.; Ayala, C.",An interview-based study with practitioners on  how  functional  and  non-functional  requirement  mismatches are handled in Open Source Software adoption projects 
140,2,2,2,0,0,144,4,2,6,RE,2012,6,Yes,Industry,Categorizing requirements for a contract-based system integration project,"Xiping Song; Hwong, B.",An experience report on categorizing requirements in large systems engineering projects in order to present practical issues with requirements categorization
143,1,3,1,1,1,143,4,2,6,RE,2012,6,Yes,Academic,What do practitioners mean when they talk about product management?,"Maglyas, A.; Nikula, U.; Smolander, K.",A study based on an online-survey on how product management practitioners understand the term product management in order to evolve product management frameworks and develop necessary skill sets for education of product managers.
144,1,3,2,0,0,144,4,2,6,RE,2012,6,Yes,Mixed,Selecting an appropriate framework for value-based requirements prioritization,"Kukreja, N.; Payyavula, S.S.; Boehm, B.; Padmanabhuni, S.",A case study on the selection of the most appropriate value-based requirements prioritization framework given the requirements of a particular company
151,1,5,0,0,0,144,6,0,6,RE,2012,10,No,Academic,Managing requirements uncertainty with partial models,"Salay, R.; Chechik, M.; Horkoff, J.",A method for managing and reducing requirements uncertainty by partial requirements models so that uncertainty can be made explicit and incrementally removed
167,0,2,4,0,1,143,2,4,6,ESEM,2012,10,No,Academic,Assessing the impact of real-time machine translation on requirements meetings: a replicated experiment,"Calefato, Fabio and Lanubile, Filippo and Conte, Tayana and Prikladnicki, Rafael","An experiment with students for assessing the effect of real-time machine translation on multilingual terms in order to leverage communication power in globally-distributed, multilingual project meetings"
200,3,0,3,0,1,143,3,3,6,REFSQ,2013,15,No,Academic,Factors Influencing User Feedback on Predicted Satisfaction with Software Systems,"Proynova, R.; Paech, B.",A method for gathering feedback before a user has had experience with a software system in order to reduce the mismatch between actual and predicted user satisfaction
219,1,1,3,1,0,144,2,4,6,RE,2013,10,No,Academic,User feedback in the appstore: An empirical study,"Pagano, D.; Maalej, W.","A data-driven study on user feedback in app stores investigating how and when users provide feedback, the content of that feedback, and the impact of the feedback on the user community."
244,4,0,2,0,0,144,4,2,6,ICSE,2014,10,No,Academic,Mind the gap: assessing the conformance of software traceability to relevant guidelines,"Patrick Rempel, Patrick MÃ¤der, Tobias Kuschke, Jane Cleland-Huang",A method for extracting a model showing traces between software artifacts and analysing this model to identify areas of traceability failure
257,1,1,3,1,0,144,2,4,6,REFSQ,2014,16,No,Academic,An Analysis of Priority-Based Decision Heuristics for Optimizing Elicitation Efficiency,"Riegel, N.; Doerr, J.",A method for comparing the results of multiple priority-based decision heuristics in order to identify the best heuristics for deciding which requirements should be refined/elaborated first. 
264,0,5,1,0,0,144,5,1,6,REFSQ,2014,15,No,Academic,Is requirements engineering useless in game development?,"Kasurinen, J.; Maglyas, A.; Smolander, K.",An interview-based study with practitioners for understanding how the game industry applies RE in practice
265,1,4,1,0,1,143,5,1,6,REFSQ,2014,15,No,Academic,Problem-based requirements interaction analysis,"Alebrahim, A.; Faßbender, S.; Heisel, M.; Meis, R.",A method for identifying unwanted interaction between requirements in order to address the diverse interests of different stakeholders in a coherent way
273,3,2,1,0,0,144,5,1,6,RE,2014,8,Yes,Academic,A case study using a protocol to derive safety functional requirements from Fault Tree Analysis,"Galvao Martins, L.E.; De Oliveira, T.",A case study on a protocol for deriving functional safety requirements from Fault Tree Analysis results in order to increase the safety of critical systems.
279,0,4,1,1,0,144,4,2,6,RE,2014,10,No,Academic,Tackling the requirements jigsaw puzzle,"Pinto-Albuquerque, M.; Rashid, A.",A method for representing requirements and conflicts as a jigsaw puzzle in stakeholder meetings in order to improve commitment of stakeholders in co-authoring of requirements and co-responsibility in conflict handling
282,2,4,0,0,0,144,6,0,6,RE,2014,10,No,Academic,Managing security requirements patterns using feature diagram hierarchies,"Slavin, R.; Lehker, J.-M.; Jianwei Niu; Breaux, T.D.",A method for selecting the most appropriate security requirements pattern in order to decrease the time spent in the requirements elicitation process and improve the quality of the product.
294,0,2,4,0,0,144,2,4,6,RE,2014,10,No,Academic,Rationalism with a dose of empiricism: Case-based reasoning for requirements-driven self-adaptation,"Wenyi Qian; Xin Peng; Bihuan Chen; Mylopoulos, J.; Huanhuan Wang; Wenyun Zhao",A solution for combining adaptation decisions based on goals with past experiences of successful adaptations in order to improve adaptation effectiveness and overall system quality.
305,2,3,1,0,0,144,5,1,6,RE,2014,10,No,Academic,An Approach for Decision Support on the Uncertainty in Feature Model Evolution,"Le Minh Sang Tran; Massacci, F.",A method for capturing the uncertainty of feature evolution in feature models in order to decide which features to implement next.
306,1,5,0,0,1,143,6,0,6,RE,2014,10,No,Academic,Traceability-enabled refactoring for managing just-in-time requirements,"Nan Niu; Bhowmik, T.; Hui Liu; Zhendong Niu",A method for locating where software should be refactored and which refactorings should be applied in order to fulfil unsatisfied stakeholder goals.
314,1,2,3,0,0,144,3,3,6,ESEM,2014,10,No,Academic,A controlled experiment to evaluate the effects of mindfulness in software engineering,"Bern\'{a}rdez, Beatriz and Dur\'{a}n, Amador and Parejo, Jos{\'e} A. and Ruiz--Cort{\'e}s, Antonio",An experiment with students for determining whether practicing mindfulness for four weeks enhances conceptual modelling skills in order to improve professional performance of software engineers
333,2,3,0,1,0,144,5,1,6,REFSQ,2015,15,No,Academic,Supporting the Validation of Adequacy in Requirements-Based Hazard Mitigations,"Tenbergen, B.; Weyer, T.; Pohl, K.",A method for integrating several types of contextual information into a diagrammatic representation in order to improve the validation of functional safety requirements.
335,2,4,0,0,0,144,6,0,6,REFSQ,2015,15,No,Academic,Consonance between economic and it services: finding the balance between conflicting requirements,"Razavian, M.; Gordijn, J.",A method for the mutual adjustment of conflicting requirements between business and IT perspectives in order to get seamless alignment between these two perspectives.
342,1,3,2,0,2,142,4,2,6,RE,2015,10,No,Academic,Handling knowledge uncertainty in risk-based requirements engineering,"Cailliau, A.; van Lamsweerde, A.",A method for managing uncertainty about estimates of likelihoods of obstacles to goal satisfaction in order to facilitate risk-based methods for RE.
353,2,2,2,0,0,144,4,2,6,RE,2015,10,No,Academic,From requirements elicitation to variability analysis using repertory grid: A cognitive approach,"Dey, S.; Seok-Won Lee",A method for acquiring the knowledge of various stakeholders along multiple dimensions of problem space and design space in order to elicit the users' requirements in self-adaptive systems.
356,1,4,1,0,0,144,5,1,6,RE,2015,10,Yes,Mixed,The need of complementing plan-driven requirements engineering with emerging communication: Experiences from Volvo Car Group,"Eliasson, U.; Heldal, R.; Knauss, E.; Pelliccione, P.",An interview-based study with practitioners on the flow of requirements in the process of automotive software development and strategies to refine requirements iteratively throughout their life-cycle.
358,0,2,4,0,1,143,2,4,6,RE,2015,10,No,Academic,A quality model for the systematic assessment of requirements traceability,"Rempel, P.; Mader, P.",A solution for determining the quality of trace links and detecting unacceptable deviations in order to support the systematic assessment of a project's traceability.
360,1,3,1,1,0,144,4,2,6,RE,2015,10,Yes,Mixed,Understanding changes in use cases: A case study,"Basirati, M.R.; Femmer, H.; Eder, S.; Fritzsche, M.; Widera, A.",A case study for investigating which changes requirements engineers perform on use cases over time and which of them are more problematic in difficulty or risk in order to understand the maintainability of use cases.
364,4,2,0,0,0,144,6,0,6,RE,2015,10,Yes,Mixed,Agile requirements engineering with prototyping: A case study,"Kapyaho, M.; Kauppinen, M.","A case study on prototyping in an agile RE project in order to examine the potential to solve the challenges of agile RE, especially the lack of documentation, the motivation for RE work, and poor quality communication."
371,1,2,3,0,0,144,3,3,6,ICSE,2016,10,No,Academic,"Are ""Non-functional"" Requirements Really Non-functional? An Investigation of Non-functional Requirements in Practice","Jonas Eckhardt, Andreas Vogelsang, Daniel Méndez Fernández",A document-driven study on the differences between documented non-functional and functional requirements in industrial requirements specifications in order to assess how sharp this distinction is in practice.
397,1,3,1,1,0,144,4,2,6,REFSQ,2016,15,No,Academic,"Lean Development in Design Science Research: Deliberating Principles, Prospects and Pitfalls","Umar Ruhi, Okhaide Akhigbe",A conceptual framework for integrating lean principles within design science research phases and outputs exemplified with the planning and execution of software and requirements engineering research projects
398,0,4,1,1,1,143,4,2,6,REFSQ,2016,17,No,Academic,How Do We Read Specifications? Experiences from an Eye Tracking Study,"Maike Ahrens, Kurt Schneider, Stephan Kiesling",An experiment with students on comparing through eye tracking the way specifications are read depending on their presentation format and considering different role perspectives.
399,2,3,1,0,1,143,5,1,6,RE,2016,10,Yes,Academic,Model-Based Simulation of Legal Requirements: Experience from Tax Policy Simulation,"Ghanem Soltana, Mehrdad Sabetzadeh and Lionel C. Briand",A case study for assessing the impact of a real legal change proposal on an existing specification model using model-based simulation techniques.
404,1,2,2,1,1,143,3,3,6,RE,2016,10,Yes,Mixed,Privacy Requirements: Findings and Lessons Learned in Developing a Privacy Platform,"Mohamad Gharib, Mattia Salnitri, Elda Paja, Paolo Giorgini, Haralambos Mouratidis, Michalis Pavlidis, Jose F. F Ruiz and Sandra Fernandez","An experience report on the process followed to elicit, classify, prioritize, and validate privacy requirements for a privacy platform involving public administration and citizens."
408,1,0,5,0,0,144,1,5,6,RE,2016,10,Yes,Industry,Requirements Engineering for Retrofittable Subsea Equiment,"Jason Baker, Patrick Ferraioli, Luis R. Pereira, Abram Hudson, Gregg Barton, Sagar Bhatt, Matt Fritz and Ryan Odegard",An experience report on applying a tailored INCOSE requirements engineering process to the specificities of retrofittable subsea equipment systems.
411,0,3,3,0,0,144,3,3,6,RE,2016,10,No,Academic,Stimulating Stakeholders' Imagination: New Creativity Triggers for Eliciting Novel Requirements,"Corentin Burnay, Jennifer Horkoff and Neil Maiden","An online survey on the ability of laypersons, technical professionals, and legal experts to judge the similarity between legal coverage conditions and requirements."
423,1,4,1,0,1,143,5,1,6,RE,2016,10,No,Academic,A Serious Game for Eliciting Social Engineering Security Requirements,Kristian Beckers and Sebastian Pape,A method for eliciting security requirements related to the acquisition of information about the system by methods that deeply include non-technical means.
429,3,2,1,0,1,143,5,1,6,RE,2016,10,No,Academic,Automated Extraction of Conceptual Models from User Stories via NLP,"Marcel Robeer, Garm Lucassen, Jan Martijn E.M. Van Der Werf, Fabiano Dalpiaz and Sjaak Brinkkemper","A method for automatically deriving conceptual data models from user stories written in natural language in order to create a holistic view of the requirements specification,"
430,1,3,2,0,1,143,4,2,6,RE,2016,10,No,Academic,Trace++: A Traceability Approach for Agile Software Engineering,Felipe Furtado and Andrea Zisman,A method for enlarging traditional traceability approaches with information linking documents generated during traditional and agile methodologies in order to ease the transition to agile development.
435,3,1,1,1,0,144,4,2,6,ESEM,2016,10,No,Academic,DIGS: A Framework for Discovering Goals for Security Requirements Engineering,"Maria Riaz, Jonathan Stallings, Munindar P. Singh, John Slankas, Laurie A. Williams",A framework for supporting a systematic and comprehensive discovery of security goals for a system.
1,1,3,1,0,0,145,4,1,5,ICSE,2010,10,No,Academic,Software traceability with topic modeling,"Hazeline U. Asuncion, Arthur U. Asuncion, Richard N. Taylor","A method for automatically recovering software traceability links between various software artifacts based on topic modelling (requirements, design, code, bug reports, test cases)"
4,1,3,1,0,0,145,4,1,5,ICSE,2010,10,Yes,Mixed,Formalization and validation of a subset of the European Train Control System,"Angelo Chiappini, Alessandro Cimatti, Luca Macchi, Oscar Rebollo, Marco Roveri, Angelo Susi, Stefano Tonetta, Berardino Vittorini",An experience report on the development of a methodology and tools for the formalization and subsequent validation of specifications in a project for the public administration
14,2,3,0,0,0,145,5,0,5,REFSQ,2010,14,No,Mixed,"Lessons Learned from Integrating Specification Templates, Collaborative Workshops, and Peer Reviews","Komssi, M.; Kauppinen, M.; Toro, K.; Soikkeli, R.; Uusitalo, E.","A case study for collecting lessons learned from integrating Specification Templates, Collaborative Workshops, and Peer Reviews in RE"
16,0,4,1,0,0,145,4,1,5,REFSQ,2010,14,No,Academic,Validation of the Effectiveness of an Optimized EPMcreate as an Aid for Creative Requirements Elicitation,"Sakhnini, V.; Berry, D.M.; Mich, L.",An experiment with students on the effectiveness of three creativity enhancement techniques to be used during requirements elicitation 
29,1,1,3,0,0,145,2,3,5,RE,2010,7,Yes,Academic,Using Cognitive Mapping to Elicit Modelling Requirements: An Overview,"El Sawah, S.; McLucas, A.; Ryan, M.",An experience report on the development of a simulation tool for the communication along requirements modelling.
44,0,3,2,0,0,145,3,2,5,RE,2010,6,Yes,Mixed,Why Requirements Engineering Fails: A Survey Report from China,Lin Liu; Tong Li; Fei Peng,An online survey with practitioners on understanding what requirements elicitation and representation practices and techniques do not work well in China
50,2,2,1,0,0,145,4,1,5,RE,2010,10,No,Academic,"Comparison of Requirements Hand-off, Analysis, and Negotiation: Case Study","Fricker, S.; Glinz, M.",A case study on the application of a requirements negotiation and handover process in order to study its advantages with respect to requirements volatility and requirements understanding.
59,0,1,3,1,1,144,1,4,5,ESEM,2010,10,No,Academic,An empirical study of specification by example in a software engineering tool,"Qattous, Hazem, Philip Gray, and Ray Welland","An experiment with students for assessing a given constraint definition technique in order to improve the correctness, efficiency and user satisfaction when using meta-CASE tools."
60,1,2,2,0,1,144,3,2,5,ESEM,2010,10,No,Academic,On the Effectiveness of Screen Mockups in Requirements Engineering: Results from an Internal Replication,"Ricca, Filippo and Scanniello, Giuseppe and Torchiano, Marco and Reggio, Gianna and Astesiano, Egidio",An experiment with students on the inclusion of screen mockups in use cases in order to improve the understandability of functional requirements with no significant impact on effort.
62,0,3,2,0,1,144,3,2,5,ICSE,2011,10,No,Academic,On-demand feature recommendations derived from mining public product descriptions,"Horatiu Dumitru, Marek Gibiec, Negar Hariri, Jane Cleland-Huang, Bamshad Mobasher, Carlos Castro-Herrera, Mehdi Mirakhorli",A method for analyzing product descriptions from publicly available online specifications in order to model and recommend product features for a given domain
65,1,3,1,0,0,145,4,1,5,ICSE,2011,10,No,Academic,Improving requirements quality using essential use case interaction patterns,"Massila Kamalrudin, John G. Hosking, John C. Grundy","A method for performing semi-automated checking of combined natural language and semi-formal requirements models in order to ensure their consistency, completeness and correctness"
66,2,1,2,0,0,145,3,2,5,ESEC/FSE,2011,10,No,Academic,ReLink: recovering links between bugs and changes,"Rongxin Wu, Hongyu Zhang, Sunghun Kim, Shing-Chi Cheung",A solution for automatically linking bug reports and committed changes in order to recover missing links
70,2,3,0,0,0,145,5,0,5,REFSQ,2011,14,No,Mixed,Requirements Engineering for Embedded Systems: An Investigation of Industry Needs,"Sikora, E.; Tenbergen, B.; Pohl, K.",An industrial study based on questionnaires and interviews on the current industry needs concerning methodological support for requirements engineering in the embedded systems domain
77,3,2,0,0,2,143,5,0,5,REFSQ,2011,14,No,Academic,Use cases versus task descriptions,"Lauesen, S.; Kuhail, M.A.","A document-driven study with practitioners and researchers for investigating if use cases are as effective as task descriptions with respect to completeness, correctness and understandability of emerging requirements"
79,0,3,2,0,0,145,3,2,5,RE,2011,10,No,Academic,Understanding clusters of optimal solutions in multi-objective decision problems,"Veerappa, V.; Letier, E.",A method for identifying groups of similarly optimal solutions in order to support multi-objective decisions problems
83,1,3,1,0,0,145,4,1,5,RE,2011,6,Yes,Industry,How to assign cost to “avoidable requirements creep”: A step towards the waterfall's agilization,"Puhl, S.; Fahney, R.",A solution for quantifying the consequence of stopping RE too early in order to avoid avoidable scope creep.
86,1,3,1,0,1,144,4,1,5,RE,2011,10,No,Mixed,Vacuous real-time requirements,"Post, A.; Hoenicke, J.; Podelski, A.",A method for simplifying overly complicated requirements in order to identify specification problems
103,1,3,0,1,0,145,4,1,5,RE,2011,10,No,Academic,Are your sites down? Requirements-driven self-tuning for the survivability of Web systems,Bihuan Chen; Xin Peng; Yijun Yu; Wenyun Zhao,A method for relaxing quality or functional requirements that are not crucial to the survival of a web system in order to increase the availability of a specific set of crucial services.
111,0,4,1,0,0,145,4,1,5,RE,2011,10,No,Academic,Integrating analysis of customers' processes into roadmapping: The value-creation perspective,"Komssi, M.; Kauppinen, M.; Tohonen, H.; Lehtola, L.; Davis, A.M.",An action research study on roadmapping problems of two software product companies in order to shift the focus of roadmapping from prioritization of software features to analysis and prioritization of customers' processes
115,2,1,2,0,0,145,3,2,5,ICSE,2012,10,No,Academic,A tactic-centric approach for automating traceability of quality concerns,"Mehdi Mirakhorli, Yonghee Shin, Jane Cleland-Huang, Murat Ã‡inar",A method for automating the construction of traceability links for architectural tactics in order to support software maintenance and preserve architectural qualities
122,1,4,0,0,0,145,5,0,5,REFSQ,2012,14,No,Mixed,Goal-Oriented Requirements Engineering and Enterprise Architecture: Two Case Studies and Some Lessons Learned,"Engelsman, W.; Wieringa, R.",A multi-case study on the use of goal-oriented requirements engineering techniques to improve traceability among enterprise architectures and business goals 
145,1,3,1,0,2,143,4,1,5,RE,2012,10,No,Academic,On eliciting contribution measures in goal models,"Liaskos, S.; Jalman, R.; Aranda, J.",A method for quantitatively analyzing contribution relationship measures in goal models in order to support informed decisions about different solutions to requirements problems.
156,1,4,0,0,0,145,5,0,5,RE,2012,6,Yes,Mixed,Log-based approach for performance requirements elicitation and prioritization,"Mendizabal, O.M.; Spier, M.; Saad, R.",A solution for extracting and ranking requirement candidates based on an analysis of web server logs in order to improve requirements elicitation and prioritization
164,0,2,3,0,2,143,2,3,5,RE,2012,10,No,Academic,Requirements analysis for a product family of DNA nanodevices,"Lutz, R.R.; Lutz, J.H.; Lathrop, J.I.; Klinge, T.H.; Mathur, D.; Stull, D.M.; Bergquist, T.G.; Henderson, E.R.","An experience report on how the use of RE methods in DNA nanotechnology contributes to make DNA nanotechnology more productive, predictable, and safe."
165,1,2,2,0,1,144,3,2,5,RE,2012,10,No,Academic,Characterization of functional software requirements space: The law of requirements taxonomic growth,"Ghazarian, A.",A multi-case study on how frequently do some classes of requirements appear in specifications for web-based enterprise systems
178,2,2,0,1,0,145,4,1,5,ICSE,2013,10,No,Academic,Requirements modelling by synthesis of deontic input-output automata,"Emmanuel Letier, William Heaven",A method for automatically deriving a machine specification satisfying a set of goals in a domain in order to reducing requirement modeling effort
179,0,2,3,0,0,145,2,3,5,ESEC/FSE,2013,10,No,Academic,Feature model extraction from large collections of informal product descriptions,"Jean-Marc Davril, Edouard Delfosse, Negar Hariri, Mathieu Acher, Jane Cleland-Huang, Patrick Heymans",A method for automatically extracting a feature model from publicly available natural language product descriptions in order to speed up such feature model extraction process
180,1,1,2,1,0,145,2,3,5,ESEC/FSE,2013,10,No,Mixed,Compiling mockups to flexible UIs,"Nishant Sinha, Rezwana Karim",A method for transforming an under-specified visual design mockup drawn by the designer to an accurate and flexible web page with virtually no manual effort
187,2,3,0,0,1,144,5,0,5,REFSQ,2013,15,No,Academic,The emergence of mutual and shared understanding in the system development process,"Hoffmann, A.; Bittner, E.A.C.; Leimeister, J.M.",A case study for analysing the emergence of mutual and shared understanding in the written communication of a multidisciplinary team in order to support effective collaboration
189,2,3,0,0,0,145,5,0,5,REFSQ,2013,15,No,Academic,Using Clustering to Improve the Structure of Natural Language Requirements Documents,"Ferrari, A.; Gnesi, S.; Tolomei, G.",A method for grouping similar requirements in order to ease and allow a proper understanding of a requirements document.
206,2,2,1,0,0,145,4,1,5,RE,2013,5,Yes,Academic,An industrial case study of the impact of domain ignorance on the effectiveness of requirements idea generation during requirements elicitation,"Niknafs, A.; Berry, D.M.",A case study on requirements brainstorming sessions considering knowledge of the domain as the factor to be measured in order to assess the effectiveness of idea generation
207,0,4,1,0,0,145,4,1,5,RE,2013,10,No,Academic,Assumption-based risk identification method (ARM) in dynamic service provisioning,"Zarghami, A.; Vriezekolk, E.; Eslami, M.Z.; van Sinderen, M.; Wieringa, R.",A method for identifying unstated assumptions in composite service-oriented applications in order to decrease the risk of unexpected behavior
213,0,2,3,0,0,145,2,3,5,RE,2013,10,No,Mixed,Visual notation design 2.0: Towards user comprehensible requirements engineering notations,"Caire, P.; Genon, N.; Heymans, P.; Moody, D.L.",A method for designing RE visual notations based on large groups of novices instead of small groups of experts in order to increase novice's ability to interpret RE notations correctly.
214,2,1,1,1,1,144,3,2,5,RE,2013,10,No,Academic,On requirements verification for model refinements,"Ghezzi, C.; Menghi, C.; Sharifloo, A.M.; Spoletini, P.",A solution for formally checking incomplete high-level specifications against formally specified requirements in order to integrate formal verification with agile approaches.
215,2,3,0,0,0,145,5,0,5,RE,2013,6,Yes,Industry,Automatic extraction of glossary terms from natural language requirements,"Dwarakanath, A.; Ramnani, R.R.; Sengupta, S.",A method for automatic extraction of glossary terms from natural language requirements
221,2,2,0,1,0,145,4,1,5,RE,2013,6,Yes,Industry,An approach to carry out consistency analysis on requirements: Validating and tracking requirements through a configuration structure,"Nistala, P.; Kumari, P.","A method for analyzing the structured relationships between requirements in order to validate requirements for completeness, correctness, and consistency."
222,0,2,2,1,1,144,2,3,5,RE,2013,10,No,Academic,A goal model elaboration for localizing changes in software evolution,"Nakagawa, H.; Ohsuga, A.; Honiden, S.",A method for extracting a set of independent components from requirements descriptions in goal models in order to help analyzing the impact of requirements changes in the source code
226,1,2,1,1,0,145,3,2,5,RE,2013,8,No,Academic,An empirical investigation of software engineers' ability to classify legal cross-references,"Maxwell, J.C.; Anton, A.I.; Earp, J.B.",A study based on an online-survey on the ability of software engineers to understand the impact of cross-references in legal regulation texts over their software systems.
232,1,1,2,1,1,144,2,3,5,RE,2013,10,No,Academic,Learning from evolution history to predict future requirement changes,Lin Shi; Qing Wang; Mingshu Li,A method for metric-based prediction of requirements that are likely to evolve in order to narrow the scope of change analysis to a small set of requirements.
234,1,1,2,1,2,143,2,3,5,RE,2013,10,No,Academic,Formal analysis of privacy requirements specifications for multi-tier applications,"Breaux, T.D.; Rao, A.",A method for mapping natural language policy requirements to a formal representation in order to to reason about conflicting requirements within a single policy and among multiple policies in a data supply chain.
243,0,4,1,0,0,145,4,1,5,ICSE,2014,10,No,Academic,Self-adaptation through incremental generative model transformations at runtime,"Bihuan Chen, Xin Peng, Yijun Yu, Bashar Nuseibeh, Wenyun Zhao",A method for self-adapting the architecture of a software system to the changing requirements and contexts at runtime in order to improve effectiveness and flexibility of adaptation
246,2,3,0,0,0,145,5,0,5,ICSE,2014,10,No,Academic,Distilling privacy requirements for mobile applications,"Keerthi Thomas, Arosha K. Bandara, Blaine A. Price, Bashar Nuseibeh",A method for extracting and refining privacy requirements for mobile applications from raw data gathered through empirical studies involving end users
255,1,3,1,0,0,145,4,1,5,REFSQ,2014,15,No,Academic,Answer-set Programming in Requirements Engineering,"Wenbin Li; Brown, D.; Hayes, J.H.; Truszczynski, M.",A method for detecting inconsistencies in temporal constraints in order to verify the consistency of temporal requirements 
258,2,2,1,0,1,144,4,1,5,REFSQ,2014,15,No,Mixed,Feedback-aware requirements documents for smart devices,"Kamsties, E.; Kneer, F.; Voelter, M.; Igel, B.; Kolb, B.",A method for weaving the feedback from the runtime system into requirements documents in order to keep development time and runtime requirement models consistent
270,0,4,1,0,2,143,4,1,5,RE,2014,10,No,Academic,Integrating exception handling in goal models,"Cailliau, A.; van Lamsweerde, A.",A method for resolving exceptional conditions that may obstruct the behavioral goals of the target system in order to progress towards a more complete model of stakeholder goals.
