PaperID,Title,Authors,Venue,Year,NumberOfPages,AcadVsInd,IndTrack,Summary
117,Supporting Failure Mode and Effect Analysis: A Case Study with Failure Sequence Diagrams,"Raspotnig, C.; Opdahl, A.",REFSQ,2012,14,Academic,No,A method for conducting failure analysis of systems that consist of several interacting component in order to integrate FMEA and system modelling.
118,Answering a Request for Proposal - Challenges and Proposed Solutions,"Paech, B.; Heinrich, R.; Zorn-Pauli, G.; Jung, A.; Tadjiky, S.",REFSQ,2012,13,Mixed,No,An experience report on challenges and potential solutions of a supplier company with respect to tender processes.
119,Providing Software Product Line Knowledge to Requirements Engineers - A Template for Elicitation Instructions,"Adam, S.",REFSQ,2012,17,Academic,No,A template for systematically deriving requirements elicitation instructions in Application Engineering processes in order to elicit requirements more effectively
120,A systematic literature review on service description methods,"Teka, A.Y.; Condori-Fernandez, N.; Sapkota, B.",REFSQ,2012,16,Academic,No,A literature study on understanding the strengths and weaknesses of service description methods in order to allow developers selecting an appropriate description method that fits best their services
121,Release Planning with Feature Trees: Industrial Case,"Flicker, S.; Schumacher, S.",REFSQ,2012,17,Academic,No,A case study on planning the releases of an evolving software solution in the presence of low-quality input requirement in order to reduce release planning effort and increase decision-making flexibility
122,Goal-Oriented Requirements Engineering and Enterprise Architecture: Two Case Studies and Some Lessons Learned,"Engelsman, W.; Wieringa, R.",REFSQ,2012,14,Mixed,No,A multi-case study on the use of goal-oriented requirements engineering techniques to improve traceability among enterprise architectures and business goals 
123,Which Traceability Visualization Is Suitable in This Context? A Comparative Study,"Yang Li; Maalej, W.",REFSQ,2012,16,Academic,No,"A study with practitioners, researchers and students based on an experiment and interviews for understanding in which context do common traceability visualization techniques fit better and what information to visualize"
124,Trace Queries for Safety Requirements in High Assurance Systems,"Cleland-Huang, J.; Heimdahl, M.; Hayes, J.H.; Lutz, R.; Maeder, P.",REFSQ,2012,14,Academic,No,A set of reusable queries for implementing a blueprint for traceability in safety-critical systems in order to comply with full life-cycle traceability as required by certification and regulatory agencies
125,Towards a Requirements Modeling Language for Self-Adaptive Systems,"Qureshi, N.A.; Jureta, I.J.; Perini, A.",REFSQ,2012,16,Academic,No,A modeling language for representing and analysing requirements for Self-Adaptive Systems in order to make them readable by non-engineering stakeholders
126,A Simulation Approach for Impact Analysis of Requirement Volatility Considering Dependency Change,Junjie Wang; Juan Li; Qing Wang; He Zhang; Haitao Wang,REFSQ,2012,17,Academic,No,A method for assessing the impact of changes in one requirement into other requirements in order to analyze the impact of requirement volatility on a project plan
127,Choose Your Creativity: Why and How Creativity in Requirements Engineering Means Different Things to Different People,"Mahaux, M.; Mavin, A.; Heymans, P.",REFSQ,2012,15,Mixed,No,"A literature study on the meaning of the word ""creativity"" in Social Sciences and Requirements Engineering in order to understand which kinds of creativity are relevant to a project and which creativity tools to use"
128,How Architects See Non-functional Requirements: Beware of Modifiability,"Poort, E.R.; Martens, N.; van de Weerd, I.; van Vliet, H.",REFSQ,2012,14,Mixed,No,"A case study on the awareness and handling of non-functional requirements among software architects, and their effect on IT project success"
129,Collaborative Resolution of Requirements Mismatches When Adopting Open Source Components,"Nguyen Duc Anh; Cruzes, D.S.; Conradi, R.; Host, M.; Franch, X.; Ayala, C.",REFSQ,2012,16,Academic,No,An interview-based study with practitioners on  how  functional  and  non-functional  requirement  mismatches are handled in Open Source Software adoption projects 
130,Why the Electronic Land Registry Failed,"Lauesen, S.",REFSQ,2012,14,Academic,No,A case study on a failed governamental IT project in order to understand the causes of failure from a requirements perspective
131,Reconciling multi-jurisdictional legal requirements: A case study in requirements water marking,"Gordon, D.G.; Breaux, T.D.",RE,2012,10,Academic,No,"A method for aligning and reconciling requirements from multiple jurisdictions (municipalities, provinces, nations) in order to reduce the number of requirements a company must comply with."
132,Privacy arguments: Analysing selective disclosure requirements for mobile applications,"Thein Than Tun; Bandara, A.K.; Price, B.A.; Yijun Yu; Haley, C.; Omoronyia, I.; Nuseibeh, B.",RE,2012,10,Academic,No,"A method for individual users to express privacy preferences, which are then used to reason about privacy for each user in different contexts."
133,Requirements reuse at Danfoss,"Hauksdottir, D.; Vermehren, A.; Savolainen, J.",RE,2012,6,Industry,Yes,An experience report on two requirements reuse strategies applied in one company in order to compare savings in reduced effort by reusing common requirements.
134,Stateful requirements monitoring for self-repairing socio-technical systems,"Lingxiao Fu; Xin Peng; Yijun Yu; Mylopoulos, J.; Wenyun Zhao",RE,2012,10,Academic,No,A solution for monitoring requirements in software systems by maintaining an instance of a state machine for each requirement in order to enable runtime monitoring and compensation capabilities
135,Evaluating the Software Product Management Maturity Matrix,"Bekkers, W.; Brinkkemper, S.; van den Bemd, L.; Mijnhardt, F.; Wagner, C.; van de Weerd, I.",RE,2012,10,Academic,No,A field study on 62 applications of the Software Product Management Maturity Matrix that enables product managers to benchmark their organization in order to suggest improvements of the matrix.
136,Requirements Composition Table explained,"Chernak, Y.",RE,2012,6,Industry,Yes,"A discussion of Requirements Composition Tables (RCTs), which structure an application's functionality by core features and crosscutting concerns in order to explain this concept to practitioners and discuss its benefits"
137,Using collective intelligence to detect pragmatic ambiguities,"Ferrari, A.; Gnesi, S.",RE,2012,10,Academic,No,A solution for comparing requirement sentences with domain-related documents in order to identify ambiguities in natural language requirements specifications.
138,Speculative requirements: Automatic detection of uncertainty in natural language requirements,"Hui Yang; De Roeck, A.; Gervasi, V.; Willis, A.; Nuseibeh, B.",RE,2012,10,Academic,No,A solution for automatic detection of speculative language use in natural language requirements in order to identify and uncover uncertainty in requirements.
139,Towards outcome-based regulatory compliance in aviation security,"Tawhid, R.; Braun, E.; Cartwright, N.; Alhaj, M.; Mussbacher, G.; Shamsaei, A.; Amyot, D.; Behnam, S.A.; Richards, G.",RE,2012,6,Industry,Yes,A method for modeling regulations with a particular requirement specification language in order to help getting a more precise understanding of who complies with what.
140,Categorizing requirements for a contract-based system integration project,"Xiping Song; Hwong, B.",RE,2012,6,Industry,Yes,An experience report on categorizing requirements in large systems engineering projects in order to present practical issues with requirements categorization
141,Detecting and classifying patterns of requirements clarifications,"Knauss, E.; Damian, D.; Poo-Caamano, G.; Cleland-Huang, J.",RE,2012,10,Academic,No,A method for detecting and classifying clarification events in online requirement discussions in order to highlight risks related to shared understanding.
142,Requirements-driven adaptive security: Protecting variable assets at runtime,"Salehie, M.; Pasquale, L.; Omoronyia, I.; Ali, R.; Nuseibeh, B.",RE,2012,10,Academic,No,A method for relating security-relevant assets to requirements and objectives of an attacker in order to analyze system security in different situations and to enable a set of countermeasures to mitigate security threats.
143,What do practitioners mean when they talk about product management?,"Maglyas, A.; Nikula, U.; Smolander, K.",RE,2012,6,Academic,Yes,A study based on an online-survey on how product management practitioners understand the term product management in order to evolve product management frameworks and develop necessary skill sets for education of product managers.
144,Selecting an appropriate framework for value-based requirements prioritization,"Kukreja, N.; Payyavula, S.S.; Boehm, B.; Padmanabhuni, S.",RE,2012,6,Mixed,Yes,A case study on the selection of the most appropriate value-based requirements prioritization framework given the requirements of a particular company
145,On eliciting contribution measures in goal models,"Liaskos, S.; Jalman, R.; Aranda, J.",RE,2012,10,Academic,No,A method for quantitatively analyzing contribution relationship measures in goal models in order to support informed decisions about different solutions to requirements problems.
146,Process improvement for traceability: A study of human fallibility,"Wei-Keat Kong; Hayes, J.H.; Dekhtyar, A.; Dekhtyar, O.",RE,2012,10,Academic,No,An experiments with students for understanding when and why humans make correct and incorrect decisions during tracing tasks with the support of a trace matrix that visualizes progress
147,Efficient consistency checking of scenario-based product-line specifications,"Greenyer, J.; Sharifloo, A.M.; Cordy, M.; Heymans, P.",RE,2012,10,Academic,No,A method for scenario-based specifications of component interactions in order to find inconsistencies between specifications of many variants in product lines
148,How do software architects consider non-functional requirements: An exploratory study,"Ameller, D.; Ayala, C.; Cabot, J.; Franch, X.",RE,2012,10,Academic,No,An interview-based study with practitioners on how software architects deal with non-functional requirements in order to increase knowledge about the state of the practice.
149,Mining binary constraints in the construction of feature models,Li Yi; Wei Zhang; Haiyan Zhao; Zhi Jin; Hong Mei,RE,2012,10,Academic,No,"A solution for mining ""requires"" or ""excludes"" constraints in the construction of feature models."
150,Identifying outdated requirements based on source code changes,"Ben Charrada, E.; Koziolek, A.; Glinz, M.",RE,2012,10,Academic,No,A solution for automatically detecting outdated requirements based on changes in the code in order to keep requirements specifications up-to-date
151,Managing requirements uncertainty with partial models,"Salay, R.; Chechik, M.; Horkoff, J.",RE,2012,10,Academic,No,A method for managing and reducing requirements uncertainty by partial requirements models so that uncertainty can be made explicit and incrementally removed
152,The use of a requirements modeling language for industrial applications,"Berenbach, B.; Schneider, F.; Naughton, H.",RE,2012,6,Mixed,Yes,An experience report on applying a visual requirements modeling language that mitigates some of the weaknesses of UML in describing requirements.
153,Managing changing compliance requirements by predicting regulatory evolution,"Maxwell, J.C.; Anton, A.I.; Swire, P.",RE,2012,10,Academic,No,A method for predicting what areas of a proposed legal rule are most likely to evolve in order to allow engineers to begin building their software towards the more stable sections of the rule.
154,Breaking the big-bang practice of traceability: Pushing timely trace recommendations to project stakeholders,"Cleland-Huang, J.; Mader, P.; Mirakhorli, M.; Amornborvornwong, S.",RE,2012,10,Academic,No,A solution for recommending trace links while creating or modifying traceable artifacts in order to avoid trace link creation towards the end of a project.
155,What you need is what you get!: The vision of view-based requirements specifications,"Gross, A.; Doerr, J.",RE,2012,10,Academic,No,A discussion on view-based requirements specifications including challenges and research questions in order to better understand the particular information needs of downstream development roles.
156,Log-based approach for performance requirements elicitation and prioritization,"Mendizabal, O.M.; Spier, M.; Saad, R.",RE,2012,6,Mixed,Yes,A solution for extracting and ranking requirement candidates based on an analysis of web server logs in order to improve requirements elicitation and prioritization
157,Resolving uncertainty in automotive feature interactions,"Arora, S.; Sampath, P.; Ramesh, S.",RE,2012,10,Industry,No,A solution for identifying and resolving feature interactions at the level of requirements specifications in order to detect undesirable behavior earlier in the development life-cycle.
158,A feature-oriented requirements modelling language,"Shaker, P.; Atlee, J.M.; Shige Wang",RE,2012,10,Mixed,No,A modelling language for modelling the behavioural requirements of a software product line in order to ease the task of adding new features to a set of existing requirements.
159,The quest for Ubiquity: A roadmap for software and systems traceability research,"Gotel, O.; Cleland-Huang, J.; Hayes, J.H.; Zisman, A.; Egyed, A.; Grunbacher, P.; Antoniol, G.",RE,2012,10,Academic,No,"A discussion on the state of the art in traceability, the grand challenge for traceability, and future directions for the field in order to increase the pervasiveness in industry."
160,A probabilistic framework for goal-oriented risk analysis,"Cailliau, A.; van Lamsweerde, A.",RE,2012,10,Academic,No,A method for annotating goals and assessing obstacles with probability measures in order to increase requirements completeness.
161,Defects in natural language requirement specifications at Mercedes-Benz: An investigation using a combination of legacy data and expert opinion,"Ott, D.",RE,2012,6,Industry,Yes,A study based on review inspections and interviews with practitioners on the most critical and important quality criteria for natural language requirements specifications
162,The impact of domain knowledge on the effectiveness of requirements idea generation during requirements elicitation,"Niknafs, A.; Berry, D.M.",RE,2012,10,Academic,No,An experiment for testing the hypothesis that adding a requirements analyst who is ignorant of the domain improves the effectiveness of the requirements elicitation team.
163,Enhancing candidate link generation for requirements tracing: The cluster hypothesis revisited,"Nan Niu; Mahmoud, A.",RE,2012,10,Academic,No,A solution for grouping generated trace link candidates in high-quality and low-quality clusters in order to improve the accuracy of automatic trace link recovery tools.
164,Requirements analysis for a product family of DNA nanodevices,"Lutz, R.R.; Lutz, J.H.; Lathrop, J.I.; Klinge, T.H.; Mathur, D.; Stull, D.M.; Bergquist, T.G.; Henderson, E.R.",RE,2012,10,Academic,No,"An experience report on how the use of RE methods in DNA nanotechnology contributes to make DNA nanotechnology more productive, predictable, and safe."
165,Characterization of functional software requirements space: The law of requirements taxonomic growth,"Ghazarian, A.",RE,2012,10,Academic,No,A multi-case study on how frequently do some classes of requirements appear in specifications for web-based enterprise systems
166,How can open source software development help requirements management gain the potential of open innovation: an exploratory study,"Wnuk, Krzysztof and Pfahl, Dietmar and Callele, David and Karlsson, Even-Andre",ESEM,2012,10,Mixed,Yes,An interview-based study with practitioners for understanding the adjustment of requirement management practices after the adoption of open source software in order to facilitate open innovation
167,Assessing the impact of real-time machine translation on requirements meetings: a replicated experiment,"Calefato, Fabio and Lanubile, Filippo and Conte, Tayana and Prikladnicki, Rafael",ESEM,2012,10,Academic,No,"An experiment with students for assessing the effect of real-time machine translation on multilingual terms in order to leverage communication power in globally-distributed, multilingual project meetings"
168,Does the prioritization technique affect stakeholders' selection of essential software product features,"Benestad, Hans Christian and Hannay, Jo Erskine",ESEM,2012,10,Mixed,No,A set of two experiments with students and practitioners for investigating whether the granularity and cognitive support of prioritization techniques affect the judgement of product features as essential
169,Empirical analysis of user data in game software development,"Hullett, Kenneth and Nagappan, Nachiappan and Schuh, Eric and Hopson, John",ESEM,2012,10,Mixed,Yes,A data-driven study on analysing the data collected via data mining from a commercial game over a three-year period in order to provide recommendations for future development.
170,Managing non-functional uncertainty via model-driven adaptivity,"Carlo Ghezzi, Leandro Sales Pinto, Paola Spoletini, Giordano Tamburrelli",ICSE,2013,10,Academic,No,A method for supporting adaptation to non-functional manifestations of uncertainty in order to optimize the system's ability to meet its non-functional requirements
171,Counter play-out: executing unrealizable scenario-based specifications,"Shahar Maoz, Yaniv Sa'ar",ICSE,2013,10,Academic,No,A method for finding the root causes of the non-realizability of a scenario-based system specification in order to detect conflicts in the specification
172,"It's not a bug, it's a feature: how misclassification impacts bug prediction","Kim Herzig, Sascha Just, Andreas Zeller",ICSE,2013,10,Academic,No,A case study on the impact of issue report misclassification (between feature and bug) in order to improve bug prediction
173,The role of domain knowledge and cross-functional communication in socio-technical coordination,"Daniela Damian, Remko Helms, Irwin Kwan, Sabrina Marczak, Benjamin Koelewijn",ICSE,2013,10,Academic,No,A multi-case study on how information flows between different human roles in software projects with contrasting distributions of domain knowledge and different communication structures.
174,Dynamic synthesis of local time requirement for service composition,"Tian Huat Tan, Ã‰tienne AndrÃ©, Jun Sun, Yang Liu, Jin Song Dong, Manman Chen",ICSE,2013,10,Academic,No,A method for synthesising response time requirements of component services in order to guarantee the global response time requirement of a service composition
175,Engineering adaptive privacy: on the role of privacy awareness requirements,"Inah Omoronyia, Luca Cavallaro, Mazeiar Salehie, Liliana Pasquale, Bashar Nuseibeh",ICSE,2013,10,Academic,No,"A framework for supporting the selective disclosure of personal information according to context information (time, location, …) gathered at runtime in order to continuously satisfy privacy requirements"
176,Departures from optimality: understanding human analyst's information foraging in assisted requirements tracing,"Nan Niu, Anas Mahmoud, Zhangji Chen, Gary Bradshaw",ICSE,2013,10,Academic,No,An experiment with students to understand how requirements analysts seek and gather information when linking requirements to other software artifacts
177,Analysis of user comments: an approach for software requirements evolution,"Laura V. Galvis Carreto, Kristina Winbladh",ICSE,2013,10,Academic,No,A method for analysing large sets of user feedback in order to extract new/changed requirements for next versions
178,Requirements modelling by synthesis of deontic input-output automata,"Emmanuel Letier, William Heaven",ICSE,2013,10,Academic,No,A method for automatically deriving a machine specification satisfying a set of goals in a domain in order to reducing requirement modeling effort
179,Feature model extraction from large collections of informal product descriptions,"Jean-Marc Davril, Edouard Delfosse, Negar Hariri, Mathieu Acher, Jane Cleland-Huang, Patrick Heymans",ESEC/FSE,2013,10,Academic,No,A method for automatically extracting a feature model from publicly available natural language product descriptions in order to speed up such feature model extraction process
180,Compiling mockups to flexible UIs,"Nishant Sinha, Rezwana Karim",ESEC/FSE,2013,10,Mixed,No,A method for transforming an under-specified visual design mockup drawn by the designer to an accurate and flexible web page with virtually no manual effort
181,Improving trace accuracy through data-driven configuration and composition of tracing features,"Sugandha Lohar, Sorawit Amornborvornwong, Andrea Zisman, Jane Cleland-Huang",ESEC/FSE,2013,10,Academic,No,A method for recovering traceability links between software artifacts that can be configured at runtime in order to optimize trace quality
182,Incrementally synthesizing controllers from scenario-based product line specifications,"Joel Greenyer, Christian Brenner, Maxime Cordy, Patrick Heymans, Erika Gressi",ESEC/FSE,2013,10,Academic,No,A technique for both analyzing specifications of a product line to ensure that it is realizable and automatically synthesizing software components that show which sequences of actions the system can do to implement the specification
183,Requirement Ambiguity Not as Important as Expected - Results of an Empirical Evaluation,"Philippo, E.J.; Heijstek, W.; Kruiswijk, B.; Chaudron, M.R.V.; Berry, D.M.",REFSQ,2013,14,Mixed,No,A study based on practitioner interviews and project data to create a framework to assess requirement-ambiguity risk in order to understand the relationship between requirement ambiguity and project success
184,Analyzing an Industrial Strategic Release Planning Process - a Case Study at Roche Diagnostics,"Zorn-Pauli, G.; Paech, B.; Beck, T.; Karey, H.; Ruhe, G.",REFSQ,2013,15,Mixed,No,A case study for evaluating the suitability of a new software release planning (SRP) process in order to improve and customize SRP in practice.
185,Highlighting Stakeholder Communities to Support Requirements Decision-making,"Azmeh, Z.; Mirbel, I.; Crescenzo, P.",REFSQ,2013,15,Academic,No,A method for identifying relevant groups of stakeholders in order to to enable facilitated decision-making and handling of requirements
186,Adjusting to Increasing Product Management Problems: Challenges and Improvement Proposals in One Software Company,"Jantunen, S.; Hietaranta, K.; Gause, D.C.",REFSQ,2013,14,Mixed,No,A case study on understanding software product management challenges in order to understand how the evolving management style has affected the way product requirements are managed
187,The emergence of mutual and shared understanding in the system development process,"Hoffmann, A.; Bittner, E.A.C.; Leimeister, J.M.",REFSQ,2013,15,Academic,No,A case study for analysing the emergence of mutual and shared understanding in the written communication of a multidisciplinary team in order to support effective collaboration
188,A Survey on Usage Scenarios for Requirements Traceability in Practice,"Bouillon, E.; Ma¨der, P.; Philippow, I.",REFSQ,2013,15,Academic,No,An interview-based study with practitioners for understanding what traceability usage scenarios are most relevant for practitioners in order to provide a better traceability support.
189,Using Clustering to Improve the Structure of Natural Language Requirements Documents,"Ferrari, A.; Gnesi, S.; Tolomei, G.",REFSQ,2013,15,Academic,No,A method for grouping similar requirements in order to ease and allow a proper understanding of a requirements document.
190,Choosing Compliance Solutions through Stakeholder Preferences,"Ingolfo, S.; Siena, A.; Jureta, I.; Susi, A.; Perini, A.; Mylopoulos, J.",REFSQ,2013,14,Academic,No,A method for selecting a regulatory compliance solution that best suits the stakeholder preferences. 
191,Distances between requirements engineering and later software development activities: a systematic map,"Bjarnason, E.",REFSQ,2013,15,Academic,No,A literature study for understanding how the distance between RE and other development activities affect coordination and alignment to meet customer needs
192,Use case and requirements analysis in a remote rural context in mali,"Bon, A.; de Boer, V.; Gyan, N.B.; van Aart, C.; De Leenheer, P.; Tuyp, W.; Boyera, S.; Froumentin, M.; Grewal, A.; Allen, M.; Tangara, A.; Akkermans, H.",REFSQ,2013,15,Academic,No,A case study for understanding the challenges of use case and requirements analysis in a low-tech rural environment 
193,The Design of SREE - A Prototype Potential Ambiguity Finder for Requirements Specifications and Lessons Learned,"Tjong, S.F.; Berry, D.M.",REFSQ,2013,15,Academic,No,A method for automatically finding ambiguities in RE documents in order to avoid the need for manual checks
194,A persona-based approach for exploring architecturally significant requirements in agile projects,"Cleland-Huang, J.; Czauderna, A.; Keenan, E.",REFSQ,2013,15,Academic,No,A method for architecting systems that contain requirements with consequences over the software architecture in order to ensure the architecture meets the requirements
195,Requirements engineering in practice: there is no requirements engineer position,"Herrmann, A.",REFSQ,2013,14,Industry,No,A document-driven study for analysing RE-related job advertisements in order to determine how practitioners perceive and staff requirements engineers. 
196,Effective requirements elicitation in product line application engineering - an experiment,"Adam, S.; Schmid, K.",REFSQ,2013,16,Academic,No,An experiment with students for comparing two requirements elicitation approaches when instantiating a Software Product Line (SPL) in order to understand which approach is more suitable for eliciting requirements when using SPLs.
197,Requirements Engineering Meets Physiotherapy: An Experience with Motion-Based Games,"Pasquale, L.; Spoletini, P.; Pometto, D.; Blasi, F.; Redaelli, T.",REFSQ,2013,15,Academic,No,A method for eliciting and modeling requirements for motion-based games for physiotherapy in order to guide the patients in performing the right movements for their rehabilitation
198,Supporting decision-making for self-adaptive systems: from goal models to dynamic decision networks,"Bencomo, N.; Belaggoun, A.",REFSQ,2013,15,Academic,No,A method for supporting decision making for self adaptive systems in order to deal with uncertainty at runtime
199,Mapping i* within UML for Business Modeling,"Wautelet, Y.; Kolp, M.",REFSQ,2013,15,Academic,No,A method for modelling i* elements in UML in order to enable the usage of existing UML tools for i*
200,Factors Influencing User Feedback on Predicted Satisfaction with Software Systems,"Proynova, R.; Paech, B.",REFSQ,2013,15,Academic,No,A method for gathering feedback before a user has had experience with a software system in order to reduce the mismatch between actual and predicted user satisfaction
201,Software architects' experiences of quality requirements: what we know and what we do not know?,"Daneva, M.; Buglione, L.; Herrmann, A.",REFSQ,2013,16,Mixed,No,An interview-based study with practitioners for understanding how software architects cope with quality requirements in the context of large software system projects
202,Regulatory Requirements Traceability and Analysis Using Semi-formal Specifications,"Breaux, T.D.; Gordon, D.G.",REFSQ,2013,16,Academic,No,A method for expressing legal requirements in order to overcome significant challenges in managing the many laws that govern their systems in a multi-jurisdictional environment
203,Requirements traceability across organizational boundaries - a survey and taxonomy,"Rempel, P.; Mader, P.; Kuschke, T.; Philippow, I.",REFSQ,2013,15,Academic,No,An interview-based study with practitioners on requirements traceability across organizational boundaries in order to identify current needs and challenges.
204,Automatic requirement categorization of large natural language specifications at Mercedes-Benz for review improvements,"Ott, D.",REFSQ,2013,14,Industry,No,A case study for analyzing whether requirements with related information spread over many sections of many documents can be automatically classified 
205,Risk identification at the interface between business case and requirements,"Callele, D.; Penzenstadler, B.; Wnuk, K.",REFSQ,2013,15,Academic,No,A case study for understanding the root causes of failed software projects in order to identify risk areas and provide practical guidance to practitioners
206,An industrial case study of the impact of domain ignorance on the effectiveness of requirements idea generation during requirements elicitation,"Niknafs, A.; Berry, D.M.",RE,2013,5,Academic,Yes,A case study on requirements brainstorming sessions considering knowledge of the domain as the factor to be measured in order to assess the effectiveness of idea generation
207,Assumption-based risk identification method (ARM) in dynamic service provisioning,"Zarghami, A.; Vriezekolk, E.; Eslami, M.Z.; van Sinderen, M.; Wieringa, R.",RE,2013,10,Academic,No,A method for identifying unstated assumptions in composite service-oriented applications in order to decrease the risk of unexpected behavior
208,Requirements elicitation: Towards the unknown unknowns,"Sutcliffe, A.; Sawyer, P.",RE,2013,13,Academic,No,A literature survey on requirements elicitation techniques and a roadmap of research in order to improve the elicitation of tacit knowledge
209,Can requirements dependency network be used as early indicator of software integration bugs?,Junjie Wang; Juan Li; Qing Wang; Da Yang; He Zhang; Mingshu Li,RE,2013,10,Academic,No,A method for predicting integration bugs based on network measures calculated over requirements dependency networks
210,How cloud providers elicit consumer requirements: An exploratory study of nineteen companies,"Todoran, I.; Seyff, N.; Glinz, M.",RE,2013,10,Academic,No,An interview-based study on requirements elicitation techniques used by cloud providers in order to clarify challenges related to requirements elicitation posed by the cloud paradigm
211,Supporting requirements traceability through refactoring,"Mahmoud, A.; Nan Niu",RE,2013,10,Academic,No,A method for refactoring new and inconsistent terminology in requirements in order to enhance the practicality of automated tracing tools.
212,The impact of requirements on software quality across three product generations,"Terzakis, J.",RE,2013,6,Industry,Yes,An experience report on the development of three generations of a product in order to assess the positive effects of well-written and well-reviewed requirements on the quality of the final product
213,Visual notation design 2.0: Towards user comprehensible requirements engineering notations,"Caire, P.; Genon, N.; Heymans, P.; Moody, D.L.",RE,2013,10,Mixed,No,A method for designing RE visual notations based on large groups of novices instead of small groups of experts in order to increase novice's ability to interpret RE notations correctly.
214,On requirements verification for model refinements,"Ghezzi, C.; Menghi, C.; Sharifloo, A.M.; Spoletini, P.",RE,2013,10,Academic,No,A solution for formally checking incomplete high-level specifications against formally specified requirements in order to integrate formal verification with agile approaches.
215,Automatic extraction of glossary terms from natural language requirements,"Dwarakanath, A.; Ramnani, R.R.; Sengupta, S.",RE,2013,6,Industry,Yes,A method for automatic extraction of glossary terms from natural language requirements
216,Why feature dependencies challenge the requirements engineering of automotive systems: An empirical study,"Vogelsang, A.; Fuhrmann, S.",RE,2013,6,Mixed,Yes,"A case study on feature interactions in an automotive software system in order to assess the extent, awareness, and importance of interactions between features"
217,Foundations for an expert system in domain-specific traceability,"Jin Guo; Cleland-Huang, J.; Berenbach, B.",RE,2013,10,Mixed,No,A solution for leveraging a knowledge base of domain concepts and their relationships for fully automated creation of traceability links in order to increase precision and recall
218,Requirements clinic: Third party inspection methodology and practice for improving the quality of software requirements specifications,"Saito, S.; Takeuchi, M.; Hiraoka, M.; Kitani, T.; Aoyama, M.",RE,2013,6,Mixed,Yes,A method for systematically inspecting requirements specifications in order to increase their quality
219,User feedback in the appstore: An empirical study,"Pagano, D.; Maalej, W.",RE,2013,10,Academic,No,"A data-driven study on user feedback in app stores investigating how and when users provide feedback, the content of that feedback, and the impact of the feedback on the user community."
220,Requirements engineering for the uganda police force crime records management system,"Muyanja, A.; Musasizi, P.I.; Nassimbwa, C.; Tickodri-Togboa, S.S.; Kayihura, E.K.; Ngabirano, A.",RE,2013,6,Mixed,Yes,An experience report on the requirements engineering process for a national Police Force Crime Records Management System in order to present key challenges
221,An approach to carry out consistency analysis on requirements: Validating and tracking requirements through a configuration structure,"Nistala, P.; Kumari, P.",RE,2013,6,Industry,Yes,"A method for analyzing the structured relationships between requirements in order to validate requirements for completeness, correctness, and consistency."
222,A goal model elaboration for localizing changes in software evolution,"Nakagawa, H.; Ohsuga, A.; Honiden, S.",RE,2013,10,Academic,No,A method for extracting a set of independent components from requirements descriptions in goal models in order to help analyzing the impact of requirements changes in the source code
223,Early phase telemedicine requirements elicitation in collaboration with medical practitioners,"Larburu, N.; Widya, I.; Bults, R.G.A.; Hermens, H.J.; Napolitano, C.",RE,2013,6,Academic,Yes,A method for eliciting requirements for new telemedicine applications in a collaborative setting of time-constrained medical practitioners and requirements engineers in order to ensure compliance with medical protocols
224,Assessing regulatory change through legal requirements coverage modeling,"Gordon, D.G.; Breaux, T.D.",RE,2013,10,Academic,No,A method for translating IT regulations into a legal requirements coverage model used to make coverage assertions about existing or planned IT systems in order to help developers identifying relevant legal requirements
225,"A mode-based pattern for feature requirements, and a generic feature interface","Dietrich, D.; Atlee, J.M.",RE,2013,10,Academic,No,"A method for decomposing and structuring the behavioural requirements of a feature based on modes of operation (e.g., Active, Inactive, Failed) in order to provide a generic behavioural interface for features."
226,An empirical investigation of software engineers' ability to classify legal cross-references,"Maxwell, J.C.; Anton, A.I.; Earp, J.B.",RE,2013,8,Academic,No,A study based on an online-survey on the ability of software engineers to understand the impact of cross-references in legal regulation texts over their software systems.
227,Towards a systematic requirement-based test generation framework: Industrial challenges and needs,"Hesari, S.; Behjati, R.; Tao Yue",RE,2013,6,Academic,Yes,An experience report on the use of domain analysis to characterize current practice of applying requirement-based test generation at one industry partner in order to enhance the reuse of test artifacts across different products.
228,Application of reinforcement learning to requirements engineering: requirements tracing,"Sultanov, H.; Hayes, J.H.",RE,2013,10,Academic,No,A solution for generating trace links between textual requirements artifacts based on machine learning in order to improve automatic link recovery techniques.
229,Challenges in balancing the amount of solution information in requirement specifications for embedded products,"Savolainen, J.; Hauksdottir, D.; Mannion, M.",RE,2013,5,Mixed,Yes,An experience report on factors that affect when having solution information in requirements is sensible and when it should be avoided in order to increase the understanding of practitioners.
230,The integration of an RE method and AHP: A pilot study in a large Swiss bank,"Golnam, A.; Regev, G.; Wegmann, A.; Kyriakopoulou, S.",RE,2013,6,Mixed,Yes,An experience report on the integration of software architecting and decision-making methods in order to select a common service oriented architecture tool that could satisfy the needs of different business units.
231,Using defect taxonomies for requirements validation in industrial projects,"Felderer, M.; Beer, A.",RE,2013,6,Mixed,Yes,A method for using defect taxonomies in order to improve requirements reviews and testing.
232,Learning from evolution history to predict future requirement changes,Lin Shi; Qing Wang; Mingshu Li,RE,2013,10,Academic,No,A method for metric-based prediction of requirements that are likely to evolve in order to narrow the scope of change analysis to a small set of requirements.
