PaperID,PaperSummary,Tag
113,A method for generating a set of obstacle conditions corresponding to exceptional conditions that may obstruct system goals in order to detect missing requirements.,what:challenge:content_completeness
114,A method for reasoning with partial models that capture uncertainty coming from multiple open choices in early specification stages in order to support modeling when requirements are still to be clarified,what:challenge:content_unambiguousness
114,A method for reasoning with partial models that capture uncertainty coming from multiple open choices in early specification stages in order to support modeling when requirements are still to be clarified,what:challenge:context_uncertainty
114,A method for reasoning with partial models that capture uncertainty coming from multiple open choices in early specification stages in order to support modeling when requirements are still to be clarified,what:phase:specification
115,A method for automating the construction of traceability links for architectural tactics in order to support software maintenance and preserve architectural qualities,what:challenge:content_traceability
115,A method for automating the construction of traceability links for architectural tactics in order to support software maintenance and preserve architectural qualities,what:challenge:process_automation
115,A method for automating the construction of traceability links for architectural tactics in order to support software maintenance and preserve architectural qualities,what:information:architecture
115,A method for automating the construction of traceability links for architectural tactics in order to support software maintenance and preserve architectural qualities,what:phase:management
116,"A method for transforming security policies expressed in natural language to a formal, processable form in order to detect inconsistencies in access control policies",what:challenge:content_consistency
116,"A method for transforming security policies expressed in natural language to a formal, processable form in order to detect inconsistencies in access control policies",what:documentation:naturallanguage
116,"A method for transforming security policies expressed in natural language to a formal, processable form in order to detect inconsistencies in access control policies",what:information:quality_security
117,A method for conducting failure analysis of systems that consist of several interacting component in order to integrate FMEA and system modelling.,what:challenge:failure
118,An experience report on challenges and potential solutions of a supplier company with respect to tender processes.,what:domain:sector_supplier
119,A template for systematically deriving requirements elicitation instructions in Application Engineering processes in order to elicit requirements more effectively,what:challenge:process_standardization
119,A template for systematically deriving requirements elicitation instructions in Application Engineering processes in order to elicit requirements more effectively,what:phase:elicitation
120,A literature study on understanding the strengths and weaknesses of service description methods in order to allow developers selecting an appropriate description method that fits best their services,what:phase:specification
121,A case study on planning the releases of an evolving software solution in the presence of low-quality input requirement in order to reduce release planning effort and increase decision-making flexibility,what:challenge:process_deciding
121,A case study on planning the releases of an evolving software solution in the presence of low-quality input requirement in order to reduce release planning effort and increase decision-making flexibility,what:phase:management
122,A multi-case study on the use of goal-oriented requirements engineering techniques to improve traceability among enterprise architectures and business goals,what:challenge:content_traceability
122,A multi-case study on the use of goal-oriented requirements engineering techniques to improve traceability among enterprise architectures and business goals,what:challenge:process_improving
122,A multi-case study on the use of goal-oriented requirements engineering techniques to improve traceability among enterprise architectures and business goals,what:information:architecture
122,A multi-case study on the use of goal-oriented requirements engineering techniques to improve traceability among enterprise architectures and business goals,what:information:goals
123,"A study with practitioners, researchers and students based on an experiment and interviews for understanding in which context do common traceability visualization techniques fit better and what information to visualize",what:challenge:content_traceability
123,"A study with practitioners, researchers and students based on an experiment and interviews for understanding in which context do common traceability visualization techniques fit better and what information to visualize",what:challenge:process_visualization
124,A set of reusable queries for implementing a blueprint for traceability in safety-critical systems in order to comply with full life-cycle traceability as required by certification and regulatory agencies,what:challenge:content_traceability
124,A set of reusable queries for implementing a blueprint for traceability in safety-critical systems in order to comply with full life-cycle traceability as required by certification and regulatory agencies,what:challenge:context_regulation
124,A set of reusable queries for implementing a blueprint for traceability in safety-critical systems in order to comply with full life-cycle traceability as required by certification and regulatory agencies,what:challenge:process_standardization
124,A set of reusable queries for implementing a blueprint for traceability in safety-critical systems in order to comply with full life-cycle traceability as required by certification and regulatory agencies,what:domain:systemclass_safetycritical
125,A modeling language for representing and analysing requirements for Self-Adaptive Systems in order to make them readable by non-engineering stakeholders,what:challenge:content_understandability
125,A modeling language for representing and analysing requirements for Self-Adaptive Systems in order to make them readable by non-engineering stakeholders,what:domain:systemclass_adaptive
125,A modeling language for representing and analysing requirements for Self-Adaptive Systems in order to make them readable by non-engineering stakeholders,what:phase:analysis
125,A modeling language for representing and analysing requirements for Self-Adaptive Systems in order to make them readable by non-engineering stakeholders,what:phase:specification
126,A method for assessing the impact of changes in one requirement into other requirements in order to analyze the impact of requirement volatility on a project plan,what:challenge:context_uncertainty
126,A method for assessing the impact of changes in one requirement into other requirements in order to analyze the impact of requirement volatility on a project plan,what:phase:management
127,"A literature study on the meaning of the word ""creativity"" in Social Sciences and Requirements Engineering in order to understand which kinds of creativity are relevant to a project and which creativity tools to use",what:challenge:people_skills
128,"A case study on the awareness and handling of non-functional requirements among software architects, and their effect on IT project success",what:information:quality_all
129,An interview-based study with practitioners on how functional and non-functional requirement mismatches are handled in Open Source Software adoption projects,what:challenge:content_all
129,An interview-based study with practitioners on how functional and non-functional requirement mismatches are handled in Open Source Software adoption projects,what:information:functional
129,An interview-based study with practitioners on how functional and non-functional requirement mismatches are handled in Open Source Software adoption projects,what:information:quality_all
130,A case study on a failed governamental IT project in order to understand the causes of failure from a requirements perspective,what:challenge:failure
130,A case study on a failed governamental IT project in order to understand the causes of failure from a requirements perspective,what:domain:sector_public
131,"A method for aligning and reconciling requirements from multiple jurisdictions (municipalities, provinces, nations) in order to reduce the number of requirements a company must comply with.",what:challenge:context_regulation
132,"A method for individual users to express privacy preferences, which are then used to reason about privacy for each user in different contexts.",what:information:quality_security
133,An experience report on two requirements reuse strategies applied in one company in order to compare savings in reduced effort by reusing common requirements.,what:challenge:process_standardization
133,An experience report on two requirements reuse strategies applied in one company in order to compare savings in reduced effort by reusing common requirements.,what:phase:management
134,A solution for monitoring requirements in software systems by maintaining an instance of a state machine for each requirement in order to enable runtime monitoring and compensation capabilities,what:documentation:statemachines
134,A solution for monitoring requirements in software systems by maintaining an instance of a state machine for each requirement in order to enable runtime monitoring and compensation capabilities,what:phase:management
135,A field study on 62 applications of the Software Product Management Maturity Matrix that enables product managers to benchmark their organization in order to suggest improvements of the matrix.,what:challenge:process_improving
136,"A discussion of Requirements Composition Tables (RCTs), which structure an application's functionality by core features and crosscutting concerns in order to explain this concept to practitioners and discuss its benefits",what:documentation:featuremodels
136,"A discussion of Requirements Composition Tables (RCTs), which structure an application's functionality by core features and crosscutting concerns in order to explain this concept to practitioners and discuss its benefits",what:information:functional
136,"A discussion of Requirements Composition Tables (RCTs), which structure an application's functionality by core features and crosscutting concerns in order to explain this concept to practitioners and discuss its benefits",what:phase:specification
137,A solution for comparing requirement sentences with domain-related documents in order to identify ambiguities in natural language requirements specifications.,what:challenge:content_unambiguousness
137,A solution for comparing requirement sentences with domain-related documents in order to identify ambiguities in natural language requirements specifications.,what:documentation:naturallanguage
137,A solution for comparing requirement sentences with domain-related documents in order to identify ambiguities in natural language requirements specifications.,what:phase:specification
138,A solution for automatic detection of speculative language use in natural language requirements in order to identify and uncover uncertainty in requirements.,what:challenge:context_uncertainty
138,A solution for automatic detection of speculative language use in natural language requirements in order to identify and uncover uncertainty in requirements.,what:challenge:process_automation
138,A solution for automatic detection of speculative language use in natural language requirements in order to identify and uncover uncertainty in requirements.,what:documentation:naturallanguage
139,A method for modeling regulations with a particular requirement specification language in order to help getting a more precise understanding of who complies with what.,what:challenge:content_understandability
139,A method for modeling regulations with a particular requirement specification language in order to help getting a more precise understanding of who complies with what.,what:challenge:context_regulation
139,A method for modeling regulations with a particular requirement specification language in order to help getting a more precise understanding of who complies with what.,what:phase:specification
140,An experience report on categorizing requirements in large systems engineering projects in order to present practical issues with requirements categorization,what:phase:analysis
141,A method for detecting and classifying clarification events in online requirement discussions in order to highlight risks related to shared understanding.,what:challenge:content_unambiguousness
141,A method for detecting and classifying clarification events in online requirement discussions in order to highlight risks related to shared understanding.,what:challenge:content_understandability
141,A method for detecting and classifying clarification events in online requirement discussions in order to highlight risks related to shared understanding.,what:challenge:context_uncertainty
141,A method for detecting and classifying clarification events in online requirement discussions in order to highlight risks related to shared understanding.,what:challenge:people_communication
142,A method for relating security-relevant assets to requirements and objectives of an attacker in order to analyze system security in different situations and to enable a set of countermeasures to mitigate security threats.,what:challenge:context_uncertainty
142,A method for relating security-relevant assets to requirements and objectives of an attacker in order to analyze system security in different situations and to enable a set of countermeasures to mitigate security threats.,what:information:quality_security
143,A study based on an online-survey on how product management practitioners understand the term product management in order to evolve product management frameworks and develop necessary skill sets for education of product managers.,what:challenge:people_skills
143,A study based on an online-survey on how product management practitioners understand the term product management in order to evolve product management frameworks and develop necessary skill sets for education of product managers.,what:phase:management
144,A case study on the selection of the most appropriate value-based requirements prioritization framework given the requirements of a particular company,what:challenge:process_prioritization
145,A method for quantitatively analyzing contribution relationship measures in goal models in order to support informed decisions about different solutions to requirements problems.,what:challenge:problem
145,A method for quantitatively analyzing contribution relationship measures in goal models in order to support informed decisions about different solutions to requirements problems.,what:challenge:process_deciding
145,A method for quantitatively analyzing contribution relationship measures in goal models in order to support informed decisions about different solutions to requirements problems.,what:documentation:goalmodels
146,An experiments with students for understanding when and why humans make correct and incorrect decisions during tracing tasks with the support of a trace matrix that visualizes progress,what:challenge:content_traceability
146,An experiments with students for understanding when and why humans make correct and incorrect decisions during tracing tasks with the support of a trace matrix that visualizes progress,what:challenge:process_deciding
146,An experiments with students for understanding when and why humans make correct and incorrect decisions during tracing tasks with the support of a trace matrix that visualizes progress,what:challenge:process_visualization
147,A method for scenario-based specifications of component interactions in order to find inconsistencies between specifications of many variants in product lines,what:challenge:content_consistency
147,A method for scenario-based specifications of component interactions in order to find inconsistencies between specifications of many variants in product lines,what:information:scenarios
148,An interview-based study with practitioners on how software architects deal with non-functional requirements in order to increase knowledge about the state of the practice.,what:information:quality_all
149,"A solution for mining ""requires"" or ""excludes"" constraints in the construction of feature models.",what:documentation:featuremodels
150,A solution for automatically detecting outdated requirements based on changes in the code in order to keep requirements specifications up-to-date,what:challenge:process_automation
150,A solution for automatically detecting outdated requirements based on changes in the code in order to keep requirements specifications up-to-date,what:phase:management
151,A method for managing and reducing requirements uncertainty by partial requirements models so that uncertainty can be made explicit and incrementally removed,what:challenge:context_uncertainty
152,An experience report on applying a visual requirements modeling language that mitigates some of the weaknesses of UML in describing requirements.,what:challenge:process_formalization
152,An experience report on applying a visual requirements modeling language that mitigates some of the weaknesses of UML in describing requirements.,what:challenge:process_visualization
152,An experience report on applying a visual requirements modeling language that mitigates some of the weaknesses of UML in describing requirements.,what:documentation:diagrams
153,A method for predicting what areas of a proposed legal rule are most likely to evolve in order to allow engineers to begin building their software towards the more stable sections of the rule.,what:challenge:context_regulation
153,A method for predicting what areas of a proposed legal rule are most likely to evolve in order to allow engineers to begin building their software towards the more stable sections of the rule.,what:phase:management
154,A solution for recommending trace links while creating or modifying traceable artifacts in order to avoid trace link creation towards the end of a project.,what:challenge:content_traceability
154,A solution for recommending trace links while creating or modifying traceable artifacts in order to avoid trace link creation towards the end of a project.,what:documentation:artifacts
155,A discussion on view-based requirements specifications including challenges and research questions in order to better understand the particular information needs of downstream development roles.,what:phase:specification
156,A solution for extracting and ranking requirement candidates based on an analysis of web server logs in order to improve requirements elicitation and prioritization,what:challenge:process_improving
156,A solution for extracting and ranking requirement candidates based on an analysis of web server logs in order to improve requirements elicitation and prioritization,what:challenge:process_prioritization
156,A solution for extracting and ranking requirement candidates based on an analysis of web server logs in order to improve requirements elicitation and prioritization,what:domain:sector_it
156,A solution for extracting and ranking requirement candidates based on an analysis of web server logs in order to improve requirements elicitation and prioritization,what:phase:elicitation
157,A solution for identifying and resolving feature interactions at the level of requirements specifications in order to detect undesirable behavior earlier in the development life-cycle.,what:phase:specification
158,A modelling language for modelling the behavioural requirements of a software product line in order to ease the task of adding new features to a set of existing requirements.,what:information:systembehavior
158,A modelling language for modelling the behavioural requirements of a software product line in order to ease the task of adding new features to a set of existing requirements.,what:phase:specification
159,"A discussion on the state of the art in traceability, the grand challenge for traceability, and future directions for the field in order to increase the pervasiveness in industry.",what:challenge:content_traceability
160,A method for annotating goals and assessing obstacles with probability measures in order to increase requirements completeness.,what:challenge:content_completeness
160,A method for annotating goals and assessing obstacles with probability measures in order to increase requirements completeness.,what:information:goals
161,A study based on review inspections and interviews with practitioners on the most critical and important quality criteria for natural language requirements specifications,what:documentation:naturallanguage
161,A study based on review inspections and interviews with practitioners on the most critical and important quality criteria for natural language requirements specifications,what:phase:evaluation
161,A study based on review inspections and interviews with practitioners on the most critical and important quality criteria for natural language requirements specifications,what:phase:specification
162,An experiment for testing the hypothesis that adding a requirements analyst who is ignorant of the domain improves the effectiveness of the requirements elicitation team.,what:challenge:process_improving
162,An experiment for testing the hypothesis that adding a requirements analyst who is ignorant of the domain improves the effectiveness of the requirements elicitation team.,what:phase:elicitation
163,A solution for grouping generated trace link candidates in high-quality and low-quality clusters in order to improve the accuracy of automatic trace link recovery tools.,what:challenge:content_traceability
163,A solution for grouping generated trace link candidates in high-quality and low-quality clusters in order to improve the accuracy of automatic trace link recovery tools.,what:challenge:process_automation
163,A solution for grouping generated trace link candidates in high-quality and low-quality clusters in order to improve the accuracy of automatic trace link recovery tools.,what:challenge:process_improving
163,A solution for grouping generated trace link candidates in high-quality and low-quality clusters in order to improve the accuracy of automatic trace link recovery tools.,what:phase:management
164,"An experience report on how the use of RE methods in DNA nanotechnology contributes to make DNA nanotechnology more productive, predictable, and safe.",what:domain:sector_nanotechnology
165,A multi-case study on how frequently do some classes of requirements appear in specifications for web-based enterprise systems,what:domain:sector_it
165,A multi-case study on how frequently do some classes of requirements appear in specifications for web-based enterprise systems,what:domain:systemclass_bi
166,An interview-based study with practitioners for understanding the adjustment of requirement management practices after the adoption of open source software in order to facilitate open innovation,what:phase:management
167,"An experiment with students for assessing the effect of real-time machine translation on multilingual terms in order to leverage communication power in globally-distributed, multilingual project meetings",what:challenge:people_communication
168,A set of two experiments with students and practitioners for investigating whether the granularity and cognitive support of prioritization techniques affect the judgement of product features as essential,what:challenge:process_deciding
168,A set of two experiments with students and practitioners for investigating whether the granularity and cognitive support of prioritization techniques affect the judgement of product features as essential,what:challenge:process_prioritization
169,A data-driven study on analysing the data collected via data mining from a commercial game over a three-year period in order to provide recommendations for future development.,what:domain:sector_media
170,A method for supporting adaptation to non-functional manifestations of uncertainty in order to optimize the system's ability to meet its non-functional requirements,what:challenge:context_uncertainty
170,A method for supporting adaptation to non-functional manifestations of uncertainty in order to optimize the system's ability to meet its non-functional requirements,what:information:quality_all
170,A method for supporting adaptation to non-functional manifestations of uncertainty in order to optimize the system's ability to meet its non-functional requirements,what:phase:management
171,A method for finding the root causes of the non-realizability of a scenario-based system specification in order to detect conflicts in the specification,what:challenge:content_feasibility
171,A method for finding the root causes of the non-realizability of a scenario-based system specification in order to detect conflicts in the specification,what:information:scenarios
171,A method for finding the root causes of the non-realizability of a scenario-based system specification in order to detect conflicts in the specification,what:phase:specification
172,A case study on the impact of issue report misclassification (between feature and bug) in order to improve bug prediction,what:challenge:process_improving
172,A case study on the impact of issue report misclassification (between feature and bug) in order to improve bug prediction,what:phase:management
173,A multi-case study on how information flows between different human roles in software projects with contrasting distributions of domain knowledge and different communication structures.,what:challenge:people_communication
174,A method for synthesising response time requirements of component services in order to guarantee the global response time requirement of a service composition,what:information:quality_performance
175,"A framework for supporting the selective disclosure of personal information according to context information (time, location, Û_) gathered at runtime in order to continuously satisfy privacy requirements",what:information:quality_security
175,"A framework for supporting the selective disclosure of personal information according to context information (time, location, Û_) gathered at runtime in order to continuously satisfy privacy requirements",what:phase:management
176,An experiment with students to understand how requirements analysts seek and gather information when linking requirements to other software artifacts,what:challenge:content_traceability
176,An experiment with students to understand how requirements analysts seek and gather information when linking requirements to other software artifacts,what:challenge:people_skills
176,An experiment with students to understand how requirements analysts seek and gather information when linking requirements to other software artifacts,what:documentation:artifacts
177,A method for analysing large sets of user feedback in order to extract new/changed requirements for next versions,what:challenge:people_communication
177,A method for analysing large sets of user feedback in order to extract new/changed requirements for next versions,what:phase:management
178,A method for automatically deriving a machine specification satisfying a set of goals in a domain in order to reducing requirement modeling effort,what:challenge:process_automation
178,A method for automatically deriving a machine specification satisfying a set of goals in a domain in order to reducing requirement modeling effort,what:information:goals
179,A method for automatically extracting a feature model from publicly available natural language product descriptions in order to speed up such feature model extraction process,what:challenge:process_automation
179,A method for automatically extracting a feature model from publicly available natural language product descriptions in order to speed up such feature model extraction process,what:documentation:featuremodels
179,A method for automatically extracting a feature model from publicly available natural language product descriptions in order to speed up such feature model extraction process,what:documentation:naturallanguage
180,A method for transforming an under-specified visual design mockup drawn by the designer to an accurate and flexible web page with virtually no manual effort,what:challenge:process_visualization
180,A method for transforming an under-specified visual design mockup drawn by the designer to an accurate and flexible web page with virtually no manual effort,what:domain:sector_it
181,A method for recovering traceability links between software artifacts that can be configured at runtime in order to optimize trace quality,what:challenge:content_traceability
181,A method for recovering traceability links between software artifacts that can be configured at runtime in order to optimize trace quality,what:documentation:artifacts
181,A method for recovering traceability links between software artifacts that can be configured at runtime in order to optimize trace quality,what:phase:management
182,A technique for both analyzing specifications of a product line to ensure that it is realizable and automatically synthesizing software components that show which sequences of actions the system can do to implement the specification,what:challenge:content_feasibility
182,A technique for both analyzing specifications of a product line to ensure that it is realizable and automatically synthesizing software components that show which sequences of actions the system can do to implement the specification,what:challenge:process_automation
182,A technique for both analyzing specifications of a product line to ensure that it is realizable and automatically synthesizing software components that show which sequences of actions the system can do to implement the specification,what:phase:analysis
183,A study based on practitioner interviews and project data to create a framework to assess requirement-ambiguity risk in order to understand the relationship between requirement ambiguity and project success,what:challenge:content_unambiguousness
183,A study based on practitioner interviews and project data to create a framework to assess requirement-ambiguity risk in order to understand the relationship between requirement ambiguity and project success,what:challenge:context_uncertainty
184,A case study for evaluating the suitability of a new software release planning (SRP) process in order to improve and customize SRP in practice.,what:challenge:process_improving
184,A case study for evaluating the suitability of a new software release planning (SRP) process in order to improve and customize SRP in practice.,what:phase:management
185,A method for identifying relevant groups of stakeholders in order to to enable facilitated decision-making and handling of requirements,what:challenge:process_deciding
186,A case study on understanding software product management challenges in order to understand how the evolving management style has affected the way product requirements are managed,what:information:functional
186,A case study on understanding software product management challenges in order to understand how the evolving management style has affected the way product requirements are managed,what:phase:management
187,A case study for analysing the emergence of mutual and shared understanding in the written communication of a multidisciplinary team in order to support effective collaboration,what:challenge:content_understandability
187,A case study for analysing the emergence of mutual and shared understanding in the written communication of a multidisciplinary team in order to support effective collaboration,what:challenge:people_collaboration
187,A case study for analysing the emergence of mutual and shared understanding in the written communication of a multidisciplinary team in order to support effective collaboration,what:challenge:people_communication
188,An interview-based study with practitioners for understanding what traceability usage scenarios are most relevant for practitioners in order to provide a better traceability support.,what:challenge:content_traceability
189,A method for grouping similar requirements in order to ease and allow a proper understanding of a requirements document.,what:challenge:content_understandability
190,A method for selecting a regulatory compliance solution that best suits the stakeholder preferences.,what:challenge:context_regulation
191,A literature study for understanding how the distance between RE and other development activities affect coordination and alignment to meet customer needs,what:domain:organization_distributed
192,A case study for understanding the challenges of use case and requirements analysis in a low-tech rural environment,what:documentation:usecases
192,A case study for understanding the challenges of use case and requirements analysis in a low-tech rural environment,what:phase:analysis
193,A method for automatically finding ambiguities in RE documents in order to avoid the need for manual checks,what:challenge:content_unambiguousness
193,A method for automatically finding ambiguities in RE documents in order to avoid the need for manual checks,what:challenge:process_automation
194,A method for architecting systems that contain requirements with consequences over the software architecture in order to ensure the architecture meets the requirements,what:information:architecture
195,A document-driven study for analysing RE-related job advertisements in order to determine how practitioners perceive and staff requirements engineers.,what:challenge:people_skills
195,A document-driven study for analysing RE-related job advertisements in order to determine how practitioners perceive and staff requirements engineers.,what:challenge:people_subjectivity
196,An experiment with students for comparing two requirements elicitation approaches when instantiating a Software Product Line (SPL) in order to understand which approach is more suitable for eliciting requirements when using SPLs.,what:phase:elicitation
197,A method for eliciting and modeling requirements for motion-based games for physiotherapy in order to guide the patients in performing the right movements for their rehabilitation,what:domain:sector_health
197,A method for eliciting and modeling requirements for motion-based games for physiotherapy in order to guide the patients in performing the right movements for their rehabilitation,what:domain:sector_media
197,A method for eliciting and modeling requirements for motion-based games for physiotherapy in order to guide the patients in performing the right movements for their rehabilitation,what:phase:elicitation
198,A method for supporting decision making for self adaptive systems in order to deal with uncertainty at runtime,what:challenge:context_uncertainty
198,A method for supporting decision making for self adaptive systems in order to deal with uncertainty at runtime,what:challenge:process_deciding
198,A method for supporting decision making for self adaptive systems in order to deal with uncertainty at runtime,what:domain:systemclass_adaptive
198,A method for supporting decision making for self adaptive systems in order to deal with uncertainty at runtime,what:phase:management
199,A method for modelling i* elements in UML in order to enable the usage of existing UML tools for i*,what:documentation:diagrams
199,A method for modelling i* elements in UML in order to enable the usage of existing UML tools for i*,what:documentation:goalmodels
200,A method for gathering feedback before a user has had experience with a software system in order to reduce the mismatch between actual and predicted user satisfaction,what:challenge:people_communication
201,An interview-based study with practitioners for understanding how software architects cope with quality requirements in the context of large software system projects,what:information:quality_all
202,A method for expressing legal requirements in order to overcome significant challenges in managing the many laws that govern their systems in a multi-jurisdictional environment,what:challenge:context_regulation
202,A method for expressing legal requirements in order to overcome significant challenges in managing the many laws that govern their systems in a multi-jurisdictional environment,what:phase:specification
203,An interview-based study with practitioners on requirements traceability across organizational boundaries in order to identify current needs and challenges.,what:challenge:content_traceability
204,A case study for analyzing whether requirements with related information spread over many sections of many documents can be automatically classified,what:challenge:process_automation
204,A case study for analyzing whether requirements with related information spread over many sections of many documents can be automatically classified,what:phase:analysis
205,A case study for understanding the root causes of failed software projects in order to identify risk areas and provide practical guidance to practitioners,what:challenge:context_uncertainty
205,A case study for understanding the root causes of failed software projects in order to identify risk areas and provide practical guidance to practitioners,what:challenge:failure
206,A case study on requirements brainstorming sessions considering knowledge of the domain as the factor to be measured in order to assess the effectiveness of idea generation,what:challenge:people_skills
206,A case study on requirements brainstorming sessions considering knowledge of the domain as the factor to be measured in order to assess the effectiveness of idea generation,what:phase:elicitation
207,A method for identifying unstated assumptions in composite service-oriented applications in order to decrease the risk of unexpected behavior,what:challenge:content_completeness
207,A method for identifying unstated assumptions in composite service-oriented applications in order to decrease the risk of unexpected behavior,what:challenge:context_uncertainty
208,A literature survey on requirements elicitation techniques and a roadmap of research in order to improve the elicitation of tacit knowledge,what:challenge:content_completeness
208,A literature survey on requirements elicitation techniques and a roadmap of research in order to improve the elicitation of tacit knowledge,what:challenge:process_improving
208,A literature survey on requirements elicitation techniques and a roadmap of research in order to improve the elicitation of tacit knowledge,what:general:research
208,A literature survey on requirements elicitation techniques and a roadmap of research in order to improve the elicitation of tacit knowledge,what:phase:elicitation
209,A method for predicting integration bugs based on network measures calculated over requirements dependency networks,what:challenge:content_traceability
209,A method for predicting integration bugs based on network measures calculated over requirements dependency networks,what:phase:management
210,An interview-based study on requirements elicitation techniques used by cloud providers in order to clarify challenges related to requirements elicitation posed by the cloud paradigm,what:challenge:content_unambiguousness
210,An interview-based study on requirements elicitation techniques used by cloud providers in order to clarify challenges related to requirements elicitation posed by the cloud paradigm,what:domain:sector_it
210,An interview-based study on requirements elicitation techniques used by cloud providers in order to clarify challenges related to requirements elicitation posed by the cloud paradigm,what:phase:elicitation
211,A method for refactoring new and inconsistent terminology in requirements in order to enhance the practicality of automated tracing tools.,what:challenge:content_consistency
211,A method for refactoring new and inconsistent terminology in requirements in order to enhance the practicality of automated tracing tools.,what:challenge:content_traceability
211,A method for refactoring new and inconsistent terminology in requirements in order to enhance the practicality of automated tracing tools.,what:challenge:process_automation
211,A method for refactoring new and inconsistent terminology in requirements in order to enhance the practicality of automated tracing tools.,what:documentation:naturallanguage
212,An experience report on the development of three generations of a product in order to assess the positive effects of well-written and well-reviewed requirements on the quality of the final product,what:documentation:naturallanguage
213,A method for designing RE visual notations based on large groups of novices instead of small groups of experts in order to increase novice's ability to interpret RE notations correctly.,what:challenge:people_skills
213,A method for designing RE visual notations based on large groups of novices instead of small groups of experts in order to increase novice's ability to interpret RE notations correctly.,what:challenge:process_visualization
214,A solution for formally checking incomplete high-level specifications against formally specified requirements in order to integrate formal verification with agile approaches.,what:challenge:content_completeness
214,A solution for formally checking incomplete high-level specifications against formally specified requirements in order to integrate formal verification with agile approaches.,what:domain:organization_agile
214,A solution for formally checking incomplete high-level specifications against formally specified requirements in order to integrate formal verification with agile approaches.,what:phase:evaluation
215,A method for automatic extraction of glossary terms from natural language requirements,what:challenge:process_automation
215,A method for automatic extraction of glossary terms from natural language requirements,what:documentation:naturallanguage
216,"A case study on feature interactions in an automotive software system in order to assess the extent, awareness, and importance of interactions between features",what:domain:sector_automotive
217,A solution for leveraging a knowledge base of domain concepts and their relationships for fully automated creation of traceability links in order to increase precision and recall,what:challenge:content_traceability
217,A solution for leveraging a knowledge base of domain concepts and their relationships for fully automated creation of traceability links in order to increase precision and recall,what:challenge:process_automation
218,A method for systematically inspecting requirements specifications in order to increase their quality,what:phase:specification
219,"A data-driven study on user feedback in app stores investigating how and when users provide feedback, the content of that feedback, and the impact of the feedback on the user community.",what:challenge:people_communication
220,An experience report on the requirements engineering process for a national Police Force Crime Records Management System in order to present key challenges,what:domain:sector_public
221,"A method for analyzing the structured relationships between requirements in order to validate requirements for completeness, correctness, and consistency.",what:challenge:content_completeness
221,"A method for analyzing the structured relationships between requirements in order to validate requirements for completeness, correctness, and consistency.",what:challenge:content_consistency
221,"A method for analyzing the structured relationships between requirements in order to validate requirements for completeness, correctness, and consistency.",what:phase:evaluation
222,A method for extracting a set of independent components from requirements descriptions in goal models in order to help analyzing the impact of requirements changes in the source code,what:documentation:goalmodels
222,A method for extracting a set of independent components from requirements descriptions in goal models in order to help analyzing the impact of requirements changes in the source code,what:phase:management
223,A method for eliciting requirements for new telemedicine applications in a collaborative setting of time-constrained medical practitioners and requirements engineers in order to ensure compliance with medical protocols,what:challenge:context_regulation
223,A method for eliciting requirements for new telemedicine applications in a collaborative setting of time-constrained medical practitioners and requirements engineers in order to ensure compliance with medical protocols,what:challenge:people_collaboration
